gene.symbol.x	ID	chebi.name	chebi.identifier	edge_db	row	gene.symbol.y	analyte1	column	analyte2	cor	p	n	p_adj	edge	chebi.name.child	chebi.id.child	identifier.rank	length.child	chebi.id.ancestor	length.ancestor	chebi.name.ancestor	edge_ancestor2	database
GBA	RHEA:14297	D-galactose	CHEBI:4139	GBA_CHEBI:4139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GBA	RHEA:13269	D-glucose	CHEBI:4167	GBA_CHEBI:4167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GBA	RHEA:11956	D-glucose	CHEBI:4167	GBA_CHEBI:4167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ADA	RHEA:24408	adenosine	CHEBI:16335	ADA_CHEBI:16335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ADA	RHEA:24408	inosine	CHEBI:17596	ADA_CHEBI:17596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FASN	RHEA:41932	hexadecanoate	CHEBI:7896	FASN_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FASN	RHEA:30123	tetradecanoate	CHEBI:30807	FASN_CHEBI:30807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FASN	RHEA:14993	a long-chain fatty acid	CHEBI:57560	FASN_CHEBI:57560	sp|P19096|FAS_MOUSE	FASN	protein	Eladic/oleic/petroselinic acid	metabolite	0.264547759688071	6.4362441172427e-4	163	0.0316317571186721	FASN_Eladic/oleic/petroselinic acid	petroselinate	CHEBI:32375	primary	27	CHEBI:57560	23	long-chain fatty acid anion	FASN_Eladic/oleic/petroselinic acid_CHEBI:57560	Rhea
LPL	RHEA:38575	(9Z)-octadecenoate	CHEBI:30823	LPL_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LPL	RHEA:40475	butanoate	CHEBI:17968	LPL_CHEBI:17968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LPL	RHEA:41384	hexadecanoate	CHEBI:7896	LPL_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LPL	RHEA:18689	a fatty acid	CHEBI:28868	LPL_CHEBI:28868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LPL	RHEA:12044	a fatty acid	CHEBI:28868	LPL_CHEBI:28868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL5	RHEA:19713	AMP	CHEBI:456215	ACSL5_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL5	RHEA:36139	AMP	CHEBI:456215	ACSL5_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL5	RHEA:52112	AMP	CHEBI:456215	ACSL5_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL5	RHEA:52116	AMP	CHEBI:456215	ACSL5_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL5	RHEA:52108	AMP	CHEBI:456215	ACSL5_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL5	RHEA:30751	hexadecanoate	CHEBI:7896	ACSL5_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL5	RHEA:30751	AMP	CHEBI:456215	ACSL5_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL5	RHEA:15421	a long-chain fatty acid	CHEBI:57560	ACSL5_CHEBI:57560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL5	RHEA:15421	AMP	CHEBI:456215	ACSL5_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TARS3	RHEA:24624	L-threonine	CHEBI:57926	TARS3_CHEBI:57926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TARS3	RHEA:24624	AMP	CHEBI:456215	TARS3_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
HYKK	RHEA:19049	GDP	CHEBI:58189	HYKK_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TYW5	RHEA:37899	2-oxoglutarate	CHEBI:16810	TYW5_CHEBI:16810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TYW5	RHEA:37899	succinate	CHEBI:30031	TYW5_CHEBI:30031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:38391	(9Z)-octadecenoate	CHEBI:30823	LIPC_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:38575	(9Z)-octadecenoate	CHEBI:30823	LIPC_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:40475	butanoate	CHEBI:17968	LIPC_CHEBI:17968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:38699	(9Z)-octadecenoate	CHEBI:30823	LIPC_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:38511	(9Z)-octadecenoate	CHEBI:30823	LIPC_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:41384	hexadecanoate	CHEBI:7896	LIPC_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:38651	(9Z)-octadecenoate	CHEBI:30823	LIPC_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:40499	(9Z)-octadecenoate	CHEBI:30823	LIPC_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:40435	hexadecanoate	CHEBI:7896	LIPC_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:18689	a fatty acid	CHEBI:28868	LIPC_CHEBI:28868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:15177	a fatty acid	CHEBI:28868	LIPC_CHEBI:28868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LIPC	RHEA:12044	a fatty acid	CHEBI:28868	LIPC_CHEBI:28868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PGP	RHEA:66372	sn-glycerol 3-phosphate	CHEBI:57597	PGP_CHEBI:57597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TUBAL3	RHEA:19669	GDP	CHEBI:58189	TUBAL3_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
METTL15	RHEA:62524	S-adenosyl-L-homocysteine	CHEBI:57856	METTL15_CHEBI:57856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:50044	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:64988	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:49980	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:50016	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:49976	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:67464	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:67468	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:67472	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:50036	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:67524	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:67532	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:67536	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:67540	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:67544	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:67528	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:50032	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:50028	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT19	RHEA:50024	adenosine 3',5'-bisphosphate	CHEBI:58343	NUDT19_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PEMT	RHEA:32739	S-adenosyl-L-homocysteine	CHEBI:57856	PEMT_CHEBI:57856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PEMT	RHEA:32735	S-adenosyl-L-homocysteine	CHEBI:57856	PEMT_CHEBI:57856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PEMT	RHEA:11164	S-adenosyl-L-homocysteine	CHEBI:57856	PEMT_CHEBI:57856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARK7	RHEA:57264	GDP	CHEBI:58189	PARK7_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARK7	RHEA:57260	GDP	CHEBI:58189	PARK7_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARK7	RHEA:57260	lactate	CHEBI:24996	PARK7_CHEBI:24996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARK7	RHEA:57268	lactate	CHEBI:24996	PARK7_CHEBI:24996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARK7	RHEA:57256	lactate	CHEBI:24996	PARK7_CHEBI:24996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARK7	RHEA:57244	lactate	CHEBI:24996	PARK7_CHEBI:24996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARK7	RHEA:49552	lactate	CHEBI:24996	PARK7_CHEBI:24996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARK7	RHEA:49548	lactate	CHEBI:24996	PARK7_CHEBI:24996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARK7	RHEA:49556	lactate	CHEBI:24996	PARK7_CHEBI:24996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARK7	RHEA:57300	lactate	CHEBI:24996	PARK7_CHEBI:24996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PARK7	RHEA:57288	lactate	CHEBI:24996	PARK7_CHEBI:24996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AGPS	RHEA:36171	a long-chain fatty acid	CHEBI:57560	AGPS_CHEBI:57560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AGPS	RHEA:40659	hexadecanoate	CHEBI:7896	AGPS_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AGPS	RHEA:40727	a long-chain fatty acid	CHEBI:57560	AGPS_CHEBI:57560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
AGPS	RHEA:40727	hexadecanoate	CHEBI:7896	AGPS_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TK2	RHEA:19129	thymidine	CHEBI:17748	TK2_CHEBI:17748	sp|Q9R088|KITM_MOUSE	TK2	protein	Thymidine	metabolite	-0.323743406191909	2.49151251940916e-5	163	0.00374262675676926	TK2_Thymidine	thymidine	CHEBI:17748	primary	46	CHEBI:17748	46	thymidine	TK2_Thymidine_CHEBI:17748	Rhea
TK2	RHEA:46040	2'-deoxycytidine	CHEBI:15698	TK2_CHEBI:15698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TK2	RHEA:28206	2'-deoxyuridine	CHEBI:16450	TK2_CHEBI:16450	sp|Q9R088|KITM_MOUSE	TK2	protein	2'-Deoxyuridine	metabolite	-0.323598317970991	2.51366342485237e-5	163	0.00376444247700644	TK2_2'-Deoxyuridine	2'-deoxyuridine	CHEBI:16450	primary	46	CHEBI:16450	46	2'-deoxyuridine	TK2_2'-Deoxyuridine_CHEBI:16450	Rhea
ACOT7	RHEA:16645	hexadecanoate	CHEBI:7896	ACOT7_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT7	RHEA:30135	dodecanoate	CHEBI:18262	ACOT7_CHEBI:18262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT7	RHEA:40139	(9Z)-octadecenoate	CHEBI:30823	ACOT7_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT7	RHEA:40119	tetradecanoate	CHEBI:30807	ACOT7_CHEBI:30807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT7	RHEA:30139	octadecanoate	CHEBI:25629	ACOT7_CHEBI:25629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
RAB27B	RHEA:19669	GDP	CHEBI:58189	RAB27B_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NDUFS8	RHEA:29091	NAD(+)	CHEBI:57540	NDUFS8_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SULT1C2	RHEA:12164	a phenol	CHEBI:33853	SULT1C2_CHEBI:33853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SULT1C2	RHEA:12164	adenosine 3',5'-bisphosphate	CHEBI:58343	SULT1C2_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PDE2A	RHEA:25277	AMP	CHEBI:456215	PDE2A_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
DNM1L	RHEA:19669	GDP	CHEBI:58189	DNM1L_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
RTCA	RHEA:23976	AMP	CHEBI:456215	RTCA_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SLC17A3	RHEA:72383	urate	CHEBI:17775	SLC17A3_CHEBI:17775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:26506	(9Z)-octadecenoate	CHEBI:30823	FAAH_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:45060	(9Z)-octadecenoate	CHEBI:30823	FAAH_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:45064	hexadecanoate	CHEBI:7896	FAAH_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:62984	hexadecanoate	CHEBI:7896	FAAH_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:62992	tetradecanoate	CHEBI:30807	FAAH_CHEBI:30807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:63148	(9Z)-octadecenoate	CHEBI:30823	FAAH_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:63148	taurine	CHEBI:507393	FAAH_CHEBI:507393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:62976	(9Z,12Z,15Z)-octadecatrienoate	CHEBI:32387	FAAH_CHEBI:32387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:63008	(6Z)-octadecenoate	CHEBI:32375	FAAH_CHEBI:32375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:63020	(9Z,12Z)-octadecadienoate	CHEBI:30245	FAAH_CHEBI:30245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:35563	(9Z)-hexadecenoate	CHEBI:32372	FAAH_CHEBI:32372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:63124	octadecanoate	CHEBI:25629	FAAH_CHEBI:25629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:63140	taurine	CHEBI:507393	FAAH_CHEBI:507393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:63156	taurine	CHEBI:507393	FAAH_CHEBI:507393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:63160	taurine	CHEBI:507393	FAAH_CHEBI:507393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:63164	taurine	CHEBI:507393	FAAH_CHEBI:507393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:51316	(9Z)-octadecenoate	CHEBI:30823	FAAH_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FAAH	RHEA:64116	L-serine	CHEBI:33384	FAAH_CHEBI:33384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
SLC17A2	RHEA:72319	urate	CHEBI:17775	SLC17A2_CHEBI:17775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FBP2	RHEA:11064	beta-D-fructose 1,6-bisphosphate	CHEBI:32966	FBP2_CHEBI:32966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FBP2	RHEA:11064	beta-D-fructose 6-phosphate	CHEBI:57634	FBP2_CHEBI:57634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PDXK	RHEA:25108	pyridoxine	CHEBI:16709	PDXK_CHEBI:16709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
GAPDHS	RHEA:10300	NAD(+)	CHEBI:57540	GAPDHS_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ENPP3	RHEA:23996	a ribonucleoside 5'-phosphate	CHEBI:58043	ENPP3_CHEBI:58043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
KMT2D	RHEA:60264	S-adenosyl-L-homocysteine	CHEBI:57856	KMT2D_CHEBI:57856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TRDMT1	RHEA:42956	S-adenosyl-L-homocysteine	CHEBI:57856	TRDMT1_CHEBI:57856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT8	RHEA:14541	cholate	CHEBI:29747	ACOT8_CHEBI:29747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT8	RHEA:40111	butanoate	CHEBI:17968	ACOT8_CHEBI:17968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT8	RHEA:40115	hexanoate	CHEBI:17120	ACOT8_CHEBI:17120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT8	RHEA:30135	dodecanoate	CHEBI:18262	ACOT8_CHEBI:18262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT8	RHEA:40119	tetradecanoate	CHEBI:30807	ACOT8_CHEBI:30807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT8	RHEA:16645	hexadecanoate	CHEBI:7896	ACOT8_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT8	RHEA:30139	octadecanoate	CHEBI:25629	ACOT8_CHEBI:25629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT8	RHEA:40219	malonate	CHEBI:15792	ACOT8_CHEBI:15792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACOT8	RHEA:40103	propanoate	CHEBI:17272	ACOT8_CHEBI:17272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
